from_city;from_district;to_city;to_district;migration
ANTALYA;MURATPASA;ANTALYA;KONYAALTI;4599
ANKARA;SEREFLIKOCHISAR;ANKARA;YENIMAHALLE;4593
BURSA;MUSTAFA K.PASA;BURSA;NILUFER;4585
ANKARA;HAYMANA;ANKARA;CANKAYA;4575
BALIKESIR;IVRINDI;BALIKESIR;BALIKESIR MERKEZ;4559
SAMSUN;ALACAM;SAMSUN;BAFRA;4551
ADANA;KARATAS;ADANA;YUREGIR;4551
ORDU;GOLKOY;ORDU;ORDU MERKEZ;4550
ISTANBUL;BEYKOZ;ISTANBUL;USKUDAR;4547
ANKARA;BEYPAZARI;ANKARA;KECIOREN;4519
ESKISEHIR;MIHALICCIK;ESKISEHIR;TEPEBASI;4518
DENIZLI;GUNEY;DENIZLI;DENIZLI MERKEZ;4516
ISTANBUL;FATIH;ISTANBUL;KARTAL;4507
KASTAMONU;DADAY;KASTAMONU;KASTAMONU MERKEZ;4507
KAYSERI;FELAHIYE;KAYSERI;KOCASINAN;4496
KONYA;CIHANBEYLI;KONYA;KARATAY;4485
ISTANBUL;GAZIOSMANPASA;ISTANBUL;BAYRAMPASA;4484
DIYARBAKIR;CINAR;DIYARBAKIR;YENISEHIR;4479
ANKARA;BEYPAZARI;ANKARA;MAMAK;4466
ISTANBUL;BESIKTAS;ISTANBUL;SISLI;4466
SIVAS;SARKISLA;SIVAS;SIVAS MERKEZ;4464
NIGDE;BOR;NIGDE;NIGDE MERKEZ;4463
KARABUK;YENICE/KARABUK;KARABUK;KARABUK MERKEZ;4451
KONYA;KARAPINAR;KONYA;SELCUKLU;4446
ISTANBUL;GAZIOSMANPASA;ISTANBUL;SULTANGAZI;4438
BURSA;MUSTAFA K.PASA;BURSA;YILDIRIM;4433
ANKARA;BEYPAZARI;ANKARA;YENIMAHALLE;4413
GAZIANTEP;KARKAMIS;GAZIANTEP;NIZIP;4401
NIGDE;CIFTLIK;NIGDE;NIGDE MERKEZ;4383
TOKAT;ZILE;TOKAT;TURHAL;4359
KAHRAMANMARAS;PAZARCIK;KAHRAMANMARAS;KAHRAMANMARAS MERKEZ;4351
ANTALYA;KAS;ANTALYA;DEMRE;4330
KUTAHYA;TAVSANLI;KUTAHYA;KUTAHYA MERKEZ;4321
BALIKESIR;HAVRAN;BALIKESIR;EDREMIT/BALIKESIR;4315
ANKARA;GOLBASI/ANKARA;ANKARA;KECIOREN;4315
ERZURUM;TORTUM;ERZURUM;PALANDOKEN;4315
ANTALYA;ELMALI;ANTALYA;KEPEZ;4299
KAHRAMANMARAS;CAGLIYANCERIT;KAHRAMANMARAS;KAHRAMANMARAS MERKEZ;4298
SAMSUN;ILKADIM;SAMSUN;CANIK;4294
DIYARBAKIR;HANI;DIYARBAKIR;KAYAPINAR;4290
CANAKKALE;CAN;CANAKKALE;CANAKKALE MERKEZ;4287
BINGOL;KARLIOVA;BINGOL;BINGOL MERKEZ;4280
KAYSERI;MELIKGAZI;KAYSERI;TALAS;4277
KONYA;SEYDISEHIR;KONYA;SELCUKLU;4269
KAHRAMANMARAS;AFSIN;KAHRAMANMARAS;KAHRAMANMARAS MERKEZ;4247
KUTAHYA;EMET;KUTAHYA;TAVSANLI;4239
ANKARA;GUDUL;ANKARA;SINCAN;4234
MANISA;KULA;MANISA;SALIHLI;4233
KOCAELI;DERINCE;KOCAELI;IZMIT;4232
DIYARBAKIR;CINAR;DIYARBAKIR;KAYAPINAR;4229
OSMANIYE;DUZICI;OSMANIYE;OSMANIYE MERKEZ;4222
HATAY;HATAY MERKEZ;HATAY;ISKENDERUN;4209
KUTAHYA;CAVDARHISAR;KUTAHYA;KUTAHYA MERKEZ;4181
ANKARA;GUDUL;ANKARA;YENIMAHALLE;4180
KASTAMONU;TASKOPRU;KASTAMONU;KASTAMONU MERKEZ;4173
ADANA;YUMURTALIK;ADANA;SEYHAN;4173
CORUM;LACIN;CORUM;CORUM MERKEZ;4150
SIVAS;ZARA;SIVAS;SIVAS MERKEZ;4131
ANTALYA;GAZIPASA;ANTALYA;ALANYA;4127
IZMIR;KARSIYAKA;IZMIR;CIGLI;4118
SAMSUN;SALIPAZARI;SAMSUN;CANIK;4105
ANKARA;CANKAYA;ANKARA;KECIOREN;4100
ISTANBUL;FATIH;ISTANBUL;ESENLER;4098
SAKARYA;KARASU;SAKARYA;ADAPAZARI;4095
KONYA;KULU;KONYA;SELCUKLU;4089
ANKARA;BEYPAZARI;ANKARA;SINCAN;4078
BURSA;HARMANCIK;BURSA;OSMANGAZI;4074
ANKARA;KALECIK;ANKARA;MAMAK;4073
OSMANIYE;BAHCE;OSMANIYE;OSMANIYE MERKEZ;4072
MARDIN;KIZILTEPE;MARDIN;MARDIN MERKEZ;4072
ISTANBUL;BEYOGLU;ISTANBUL;MALTEPE;4071
KONYA;BOZKIR;KONYA;SELCUKLU;4071
ISTANBUL;BESIKTAS;ISTANBUL;USKUDAR;4056
DIYARBAKIR;EGIL;DIYARBAKIR;KAYAPINAR;4054
ELAZIG;KARAKOCAN;ELAZIG;ELAZIG MERKEZ;4048
USAK;ESME;USAK;USAK MERKEZ;4044
AKSARAY;ORTAKOY;AKSARAY;AKSARAY MERKEZ;4041
DIYARBAKIR;EGIL;DIYARBAKIR;YENISEHIR;4041
ANTALYA;MANAVGAT;ANTALYA;MURATPASA;4032
GAZIANTEP;KARKAMIS;GAZIANTEP;SEHITKAMIL;4026
ISTANBUL;USKUDAR;ISTANBUL;MALTEPE;4025
CANKIRI;ELDIVAN;CANKIRI;CANKIRI MERKEZ;4014
DENIZLI;KALE/DENIZLI;DENIZLI;DENIZLI MERKEZ;4007
ANKARA;MAMAK;ANKARA;CANKAYA;4004
ANTALYA;MANAVGAT;ANTALYA;KEPEZ;3999
CORUM;DODURGA;CORUM;CORUM MERKEZ;3990
CANAKKALE;LAPSEKI;CANAKKALE;CANAKKALE MERKEZ;3988
SAKARYA;SERDIVAN;SAKARYA;ADAPAZARI;3986
ADANA;FEKE;ADANA;YUREGIR;3951
KONYA;EREGLI/KONYA;KONYA;SELCUKLU;3947
SAKARYA;FERIZLI;SAKARYA;ADAPAZARI;3940
ANKARA;HAYMANA;ANKARA;YENIMAHALLE;3935
DIYARBAKIR;KULP;DIYARBAKIR;BISMIL;3915
ISTANBUL;FATIH;ISTANBUL;BASAKSEHIR;3893
BOLU;KIBRISCIK;BOLU;BOLU MERKEZ;3891
BURSA;NILUFER;BURSA;YILDIRIM;3888
DUZCE;AKCAKOCA;DUZCE;DUZCE MERKEZ;3884
ESKISEHIR;MAHMUDIYE;ESKISEHIR;TEPEBASI;3875
KAYSERI;KOCASINAN;KAYSERI;TALAS;3871
ISPARTA;SARKIKARAAGAC;ISPARTA;ISPARTA MERKEZ;3863
EDIRNE;SULOGLU;EDIRNE;EDIRNE MERKEZ;3851
MALATYA;DARENDE;MALATYA;MALATYA MERKEZ;3846
CORUM;ISKILIP;CORUM;CORUM MERKEZ;3845
ANKARA;ALTINDAG;ANKARA;SINCAN;3843
ANKARA;CUBUK;ANKARA;PURSAKLAR;3832
VAN;MURADIYE;VAN;VAN MERKEZ;3823
KIRIKKALE;YAHSIHAN;KIRIKKALE;KIRIKKALE MERKEZ;3823
MALATYA;PUTURGE;MALATYA;MALATYA MERKEZ;3818
ESKISEHIR;INONU;ESKISEHIR;TEPEBASI;3815
BATMAN;SASON;BATMAN;BATMAN MERKEZ;3811
VAN;EDREMIT/VAN;VAN;VAN MERKEZ;3797
AYDIN;KARACASU;AYDIN;NAZILLI;3792
ADANA;IMAMOGLU;ADANA;SARICAM;3780
ISTANBUL;KUCUKCEKMECE;ISTANBUL;AVCILAR;3780
SANLIURFA;HARRAN;SANLIURFA;AKCAKALE;3778
IZMIR;KIRAZ;IZMIR;ODEMIS;3750
EDIRNE;UZUNKOPRU;EDIRNE;EDIRNE MERKEZ;3739
CANAKKALE;EZINE;CANAKKALE;CANAKKALE MERKEZ;3736
IZMIR;KONAK;IZMIR;NARLIDERE;3734
BITLIS;MUTKI;BITLIS;BITLIS MERKEZ;3731
MERSIN;TOROSLAR;MERSIN;MEZITLI;3729
KIRKLARELI;BABAESKI;KIRKLARELI;LULEBURGAZ;3729
NIGDE;CAMARDI;NIGDE;NIGDE MERKEZ;3728
DIYARBAKIR;SILVAN;DIYARBAKIR;YENISEHIR;3726
ISTANBUL;EYUP;ISTANBUL;KADIKOY;3725
GAZIANTEP;ISLAHIYE;GAZIANTEP;SEHITKAMIL;3720
ELAZIG;ALACAKAYA;ELAZIG;ELAZIG MERKEZ;3720
IGDIR;TUZLUCA;IGDIR;IGDIR MERKEZ;3694
DUZCE;YIGILCA;DUZCE;DUZCE MERKEZ;3693
SAMSUN;LADIK;SAMSUN;ILKADIM;3687
ANKARA;AYAS;ANKARA;KECIOREN;3679
SANLIURFA;VIRANSEHIR;SANLIURFA;SANLIURFA MERKEZ;3673
KONYA;EMIRGAZI;KONYA;EREGLI/KONYA;3661
DIYARBAKIR;KULP;DIYARBAKIR;YENISEHIR;3657
ISPARTA;KECIBORLU;ISPARTA;ISPARTA MERKEZ;3655
AMASYA;GUMUSHACIKOY;AMASYA;MERZIFON;3651
ISTANBUL;BEYKOZ;ISTANBUL;KADIKOY;3650
ISTANBUL;KADIKOY;ISTANBUL;KARTAL;3643
ISTANBUL;FATIH;ISTANBUL;UMRANIYE;3626
TOKAT;TOKAT MERKEZ;TOKAT;TURHAL;3617
IZMIR;BAYRAKLI;IZMIR;BORNOVA;3608
ERZINCAN;TERCAN;ERZINCAN;ERZINCAN MERKEZ;3599
TRABZON;CARSIBASI;TRABZON;TRABZON MERKEZ;3594
KONYA;TASKENT;KONYA;MERAM;3589
ADANA;ALADAG;ADANA;YUREGIR;3586
ISTANBUL;BAYRAMPASA;ISTANBUL;ESENLER;3583
ANKARA;HAYMANA;ANKARA;GOLBASI/ANKARA;3553
ISTANBUL;FATIH;ISTANBUL;ATASEHIR;3536
HATAY;KIRIKHAN;HATAY;HATAY MERKEZ;3529
SINOP;ERFELEK;SINOP;SINOP MERKEZ;3516
TRABZON;TONYA;TRABZON;TRABZON MERKEZ;3514
DIYARBAKIR;KAYAPINAR;DIYARBAKIR;BAGLAR;3513
ANKARA;ALTINDAG;ANKARA;ETIMESGUT;3498
ANKARA;BALA;ANKARA;MAMAK;3498
CANAKKALE;BAYRAMIC;CANAKKALE;CANAKKALE MERKEZ;3493
KAYSERI;AKKISLA;KAYSERI;KOCASINAN;3476
IZMIR;BAYINDIR;IZMIR;KARABAGLAR;3455
MARDIN;OMERLI;MARDIN;MARDIN MERKEZ;3454
ISTANBUL;BEYOGLU;ISTANBUL;FATIH;3450
CANKIRI;KORGUN;CANKIRI;CANKIRI MERKEZ;3434
SANLIURFA;VIRANSEHIR;SANLIURFA;CEYLANPINAR;3424
ISTANBUL;FATIH;ISTANBUL;ESENYURT;3420
ADANA;IMAMOGLU;ADANA;SEYHAN;3415
AYDIN;DIDIM;AYDIN;SOKE;3410
NIGDE;ULUKISLA;NIGDE;NIGDE MERKEZ;3407
ANKARA;HAYMANA;ANKARA;MAMAK;3397
AFYONKARAHISAR;ISCEHISAR;AFYONKARAHISAR;AFYONKARAHISAR MERKEZ;3397
MERSIN;TARSUS;MERSIN;MEZITLI;3395
ANKARA;KECIOREN;ANKARA;CANKAYA;3385
KAYSERI;SARIOGLAN;KAYSERI;MELIKGAZI;3384
TOKAT;ALMUS;TOKAT;TOKAT MERKEZ;3373
KARS;SUSUZ;KARS;KARS MERKEZ;3373
KARS;ARPACAY;KARS;KARS MERKEZ;3363
KOCAELI;GOLCUK;KOCAELI;IZMIT;3355
BALIKESIR;SAVASTEPE;BALIKESIR;BALIKESIR MERKEZ;3355
AYDIN;AYDIN MERKEZ;AYDIN;KUSADASI;3352
KAYSERI;DEVELI;KAYSERI;KOCASINAN;3340
ESKISEHIR;INONU;ESKISEHIR;ODUNPAZARI;3336
GIRESUN;PIRAZIZ;GIRESUN;BULANCAK;3336
BALIKESIR;BALIKESIR MERKEZ;BALIKESIR;EDREMIT/BALIKESIR;3334
KONYA;GUNEYSINIR;KONYA;MERAM;3330
IZMIR;ODEMIS;IZMIR;KONAK;3324
OSMANIYE;HASANBEYLI;OSMANIYE;OSMANIYE MERKEZ;3322
SAKARYA;KAYNARCA;SAKARYA;ADAPAZARI;3322
IZMIR;ODEMIS;IZMIR;BUCA;3321
KARABUK;EFLANI;KARABUK;KARABUK MERKEZ;3318
ERZURUM;HORASAN;ERZURUM;PALANDOKEN;3314
ANKARA;ELMADAG;ANKARA;MAMAK;3313
ANKARA;CANKAYA;ANKARA;ETIMESGUT;3309
IGDIR;KARAKOYUNLU;IGDIR;IGDIR MERKEZ;3299
VAN;CALDIRAN;VAN;VAN MERKEZ;3297
ISPARTA;ATABEY;ISPARTA;ISPARTA MERKEZ;3293
IZMIR;BORNOVA;IZMIR;BUCA;3292
ADANA;ALADAG;ADANA;SEYHAN;3291
ANKARA;GUDUL;ANKARA;KECIOREN;3290
ORDU;AKKUS;ORDU;UNYE;3284
MALATYA;KALE/MALATYA;MALATYA;MALATYA MERKEZ;3283
ADANA;FEKE;ADANA;SARICAM;3279
BURSA;KARACABEY;BURSA;YILDIRIM;3279
MANISA;AKHISAR;MANISA;MANISA MERKEZ;3269
KARS;DIGOR;KARS;KARS MERKEZ;3267
KILIS;MUSABEYLI;KILIS;KILIS MERKEZ;3266
DIYARBAKIR;ERGANI;DIYARBAKIR;YENISEHIR;3253
BURDUR;YESILOVA;BURDUR;BURDUR MERKEZ;3246
ANKARA;CANKAYA;ANKARA;SINCAN;3243
DIYARBAKIR;BAGLAR;DIYARBAKIR;YENISEHIR;3237
DIYARBAKIR;HAZRO;DIYARBAKIR;YENISEHIR;3232
ANKARA;AKYURT;ANKARA;KECIOREN;3229
ANKARA;BEYPAZARI;ANKARA;CANKAYA;3220
OSMANIYE;SUMBAS;OSMANIYE;KADIRLI;3220
DENIZLI;CARDAK;DENIZLI;DENIZLI MERKEZ;3214
AYDIN;YENIPAZAR/AYDIN;AYDIN;AYDIN MERKEZ;3210
ERZURUM;OLTU;ERZURUM;YAKUTIYE;3207
ANTALYA;MANAVGAT;ANTALYA;SERIK;3199
SANLIURFA;SIVEREK;SANLIURFA;VIRANSEHIR;3198
ADANA;ALADAG;ADANA;SARICAM;3193
AGRI;DIYADIN;AGRI;AGRI MERKEZ;3191
ISTANBUL;BESIKTAS;ISTANBUL;SARIYER;3186
DUZCE;CILIMLI;DUZCE;DUZCE MERKEZ;3181
IZMIR;BERGAMA;IZMIR;BORNOVA;3177
ISTANBUL;BEYOGLU;ISTANBUL;SARIYER;3174
ISTANBUL;FATIH;ISTANBUL;BEYOGLU;3173
ISTANBUL;FATIH;ISTANBUL;BAGCILAR;3171
IZMIR;BORNOVA;IZMIR;KARSIYAKA;3170
SAMSUN;SALIPAZARI;SAMSUN;ILKADIM;3168
DIYARBAKIR;HAZRO;DIYARBAKIR;KAYAPINAR;3158
ISTANBUL;KUCUKCEKMECE;ISTANBUL;ESENYURT;3158
BALIKESIR;SUSURLUK;BALIKESIR;BANDIRMA;3157
MARDIN;MAZIDAGI;MARDIN;DERIK;3156
TRABZON;VAKFIKEBIR;TRABZON;TRABZON MERKEZ;3155
MERSIN;SILIFKE;MERSIN;TOROSLAR;3149
HATAY;YAYLADAG;HATAY;ISKENDERUN;3144
KONYA;HADIM;KONYA;KARATAY;3137
CANAKKALE;BIGA;CANAKKALE;CANAKKALE MERKEZ;3135
ANKARA;MAMAK;ANKARA;YENIMAHALLE;3134
ORDU;GURGENTEPE;ORDU;ORDU MERKEZ;3132
BARTIN;ULUS;BARTIN;BARTIN MERKEZ;3117
YALOVA;CIFTLIKKOY;YALOVA;YALOVA MERKEZ;3114
KIRIKKALE;BAHSILI;KIRIKKALE;KIRIKKALE MERKEZ;3112
AYDIN;SOKE;AYDIN;DIDIM;3110
SAMSUN;TERME;SAMSUN;CANIK;3107
ANTALYA;AKSEKI;ANTALYA;MURATPASA;3106
KONYA;SEYDISEHIR;KONYA;KARATAY;3097
ANTALYA;DOSEMEALTI;ANTALYA;MURATPASA;3097
AMASYA;GOYNUCEK;AMASYA;AMASYA MERKEZ;3091
HATAY;DORTYOL;HATAY;ISKENDERUN;3074
DUZCE;KAYNASLI;DUZCE;DUZCE MERKEZ;3070
KONYA;SEYDISEHIR;KONYA;MERAM;3066
ANKARA;KECIOREN;ANKARA;YENIMAHALLE;3063
SAMSUN;ONDOKUZMAYIS;SAMSUN;ILKADIM;3059
SIRNAK;SIRNAK MERKEZ;SIRNAK;SILOPI;3044
TOKAT;ARTOVA;TOKAT;TOKAT MERKEZ;3044
ERZURUM;NARMAN;ERZURUM;YAKUTIYE;3043
BURSA;GURSU;BURSA;YILDIRIM;3042
ANKARA;GOLBASI/ANKARA;ANKARA;SINCAN;3039
YOZGAT;SORGUN;YOZGAT;YOZGAT MERKEZ;3037
CORUM;OSMANCIK;CORUM;CORUM MERKEZ;3034
KONYA;AKOREN;KONYA;SELCUKLU;3034
KIRKLARELI;PINARHISAR;KIRKLARELI;LULEBURGAZ;3022
KARABUK;KARABUK MERKEZ;KARABUK;SAFRANBOLU;3021
CANKIRI;KIZILIRMAK;CANKIRI;CANKIRI MERKEZ;3018
ZONGULDAK;ZONGULDAK MERKEZ;ZONGULDAK;EREGLI/ZONGULDAK;3015
ZONGULDAK;ALAPLI;ZONGULDAK;EREGLI/ZONGULDAK;3008
KONYA;GUNEYSINIR;KONYA;KARATAY;3000
ERZURUM;KOPRUKOY;ERZURUM;PALANDOKEN;2996
KONYA;KARAPINAR;KONYA;EREGLI/KONYA;2988
BURSA;YILDIRIM;BURSA;KESTEL;2984
ANKARA;CUBUK;ANKARA;CANKAYA;2981
ANKARA;GOLBASI/ANKARA;ANKARA;YENIMAHALLE;2976
BURSA;KARACABEY;BURSA;NILUFER;2974
ERZURUM;ASKALE;ERZURUM;PALANDOKEN;2964
VAN;SARAY/VAN;VAN;VAN MERKEZ;2964
ISTANBUL;KARTAL;ISTANBUL;PENDIK;2962
BURSA;KESTEL;BURSA;OSMANGAZI;2961
ANKARA;AYAS;ANKARA;YENIMAHALLE;2955
SAKARYA;GEYVE;SAKARYA;ADAPAZARI;2954
TOKAT;NIKSAR;TOKAT;TOKAT MERKEZ;2945
DUZCE;GOLYAKA;DUZCE;DUZCE MERKEZ;2942
ISTANBUL;BEYOGLU;ISTANBUL;BAKIRKOY;2941
NEVSEHIR;ACIGOL;NEVSEHIR;NEVSEHIR MERKEZ;2937
IZMIR;TORBALI;IZMIR;KONAK;2926
AYDIN;NAZILLI;AYDIN;AYDIN MERKEZ;2924
TRABZON;BESIKDUZU;TRABZON;TRABZON MERKEZ;2913
TEKIRDAG;MURATLI;TEKIRDAG;CORLU;2913
BURSA;ORHANGAZI;BURSA;OSMANGAZI;2912
ISTANBUL;SILIVRI;ISTANBUL;KUCUKCEKMECE;2911
KARS;KAGIZMAN;KARS;KARS MERKEZ;2910
ANKARA;MAMAK;ANKARA;KECIOREN;2897
KILIS;POLATELI;KILIS;KILIS MERKEZ;2890
TUNCELI;MAZGIRT;TUNCELI;TUNCELI MERKEZ;2884
KIRKLARELI;KIRKLARELI MERKEZ;KIRKLARELI;LULEBURGAZ;2884
KONYA;AKSEHIR;KONYA;SELCUKLU;2872
ESKISEHIR;MIHALGAZI;ESKISEHIR;TEPEBASI;2870
KONYA;ILGIN;KONYA;MERAM;2870
ANKARA;CUBUK;ANKARA;YENIMAHALLE;2865
KAYSERI;FELAHIYE;KAYSERI;MELIKGAZI;2857
IZMIR;MENEMEN;IZMIR;CIGLI;2857
ISTANBUL;BAKIRKOY;ISTANBUL;KADIKOY;2840
ANKARA;YENIMAHALLE;ANKARA;ETIMESGUT;2839
IZMIR;BORNOVA;IZMIR;KONAK;2836
ANKARA;AYAS;ANKARA;CANKAYA;2831
HATAY;ISKENDERUN;HATAY;BELEN;2830
ANTALYA;AKSEKI;ANTALYA;MANAVGAT;2829
ERZURUM;HORASAN;ERZURUM;YAKUTIYE;2828
ADIYAMAN;BESNI;ADIYAMAN;ADIYAMAN MERKEZ;2826
ORDU;CAYBASI;ORDU;UNYE;2824
DIYARBAKIR;BISMIL;DIYARBAKIR;KAYAPINAR;2822
KASTAMONU;IHSANGAZI;KASTAMONU;KASTAMONU MERKEZ;2817
ADANA;ALADAG;ADANA;CUKUROVA;2816
KARS;AKYAKA;KARS;KARS MERKEZ;2811
ISPARTA;GONEN/ISPARTA;ISPARTA;ISPARTA MERKEZ;2805
ISTANBUL;EYUP;ISTANBUL;BAYRAMPASA;2804
IZMIR;KARABAGLAR;IZMIR;KONAK;2802
HATAY;KUMLU;HATAY;REYHANLI;2800
ISTANBUL;FATIH;ISTANBUL;BEYKOZ;2797
ANTALYA;ELMALI;ANTALYA;KUMLUCA;2792
AYDIN;SULTANHISAR;AYDIN;NAZILLI;2788
DENIZLI;BULDAN;DENIZLI;DENIZLI MERKEZ;2781
AKSARAY;GUZELYURT;AKSARAY;AKSARAY MERKEZ;2776
IZMIR;TORBALI;IZMIR;BUCA;2754
KIRSEHIR;KAMAN;KIRSEHIR;KIRSEHIR MERKEZ;2754
ERZURUM;TEKMAN;ERZURUM;YAKUTIYE;2748
MARDIN;YESILLI;MARDIN;MARDIN MERKEZ;2738
MUGLA;MILAS;MUGLA;BODRUM;2736
AKSARAY;AGACOREN;AKSARAY;AKSARAY MERKEZ;2730
MARDIN;SAVUR;MARDIN;MARDIN MERKEZ;2726
MANISA;DEMIRCI;MANISA;SALIHLI;2723
KONYA;HADIM;KONYA;SELCUKLU;2722
KAYSERI;TOMARZA;KAYSERI;TALAS;2716
TRABZON;OF;TRABZON;TRABZON MERKEZ;2711
RIZE;IKIZDERE;RIZE;RIZE MERKEZ;2710
SAMSUN;KAVAK;SAMSUN;ATAKUM;2710
KONYA;BEYSEHIR;KONYA;MERAM;2709
BURSA;GEMLIK;BURSA;OSMANGAZI;2702
GAZIANTEP;NURDAGI;GAZIANTEP;SEHITKAMIL;2701
ISTANBUL;KADIKOY;ISTANBUL;UMRANIYE;2701
ANKARA;YENIMAHALLE;ANKARA;KECIOREN;2699
IZMIR;KEMALPASA;IZMIR;KONAK;2693
SANLIURFA;SIVEREK;SANLIURFA;HILVAN;2692
ISTANBUL;FATIH;ISTANBUL;PENDIK;2688
TEKIRDAG;SARKOY;TEKIRDAG;TEKIRDAG MERKEZ;2686
CORUM;ORTAKOY/CORUM;CORUM;CORUM MERKEZ;2685
BILECIK;PAZARYERI;BILECIK;BOZUYUK;2682
HATAY;HASSA;HATAY;KIRIKHAN;2678
EDIRNE;IPSALA;EDIRNE;KESAN;2667
ISTANBUL;EYUP;ISTANBUL;FATIH;2666
ADANA;IMAMOGLU;ADANA;CUKUROVA;2666
IZMIR;KARSIYAKA;IZMIR;BAYRAKLI;2666
VAN;ERCIS;VAN;VAN MERKEZ;2663
IZMIR;BUCA;IZMIR;KONAK;2662
ERZURUM;ASKALE;ERZURUM;YAKUTIYE;2660
BILECIK;GOLPAZARI;BILECIK;BILECIK MERKEZ;2656
IZMIR;URLA;IZMIR;KARABAGLAR;2653
IZMIR;TIRE;IZMIR;KONAK;2652
ANKARA;ALTINDAG;ANKARA;PURSAKLAR;2646
ANTALYA;ELMALI;ANTALYA;FINIKE;2645
TRABZON;DUZKOY;TRABZON;TRABZON MERKEZ;2642
ANKARA;GUDUL;ANKARA;CANKAYA;2629
ANKARA;YENIMAHALLE;ANKARA;SINCAN;2627
ANTALYA;GUNDOGMUS;ANTALYA;MANAVGAT;2623
KAYSERI;YESILHISAR;KAYSERI;KOCASINAN;2617
KAYSERI;YAHYALI;KAYSERI;KOCASINAN;2614
ANTALYA;KAS;ANTALYA;KEPEZ;2611
SANLIURFA;SANLIURFA MERKEZ;SANLIURFA;HARRAN;2611
AYDIN;SULTANHISAR;AYDIN;AYDIN MERKEZ;2602
AGRI;ELESKIRT;AGRI;AGRI MERKEZ;2600
IZMIR;BEYDAG;IZMIR;ODEMIS;2600
DIYARBAKIR;CERMIK;DIYARBAKIR;ERGANI;2595
IZMIR;URLA;IZMIR;KONAK;2594
KASTAMONU;ARAC;KASTAMONU;KASTAMONU MERKEZ;2585
MERSIN;SILIFKE;MERSIN;YENISEHIR;2568
KONYA;KARAPINAR;KONYA;KARATAY;2563
SAMSUN;TEKKEKOY;SAMSUN;CANIK;2561
OSMANIYE;KADIRLI;OSMANIYE;OSMANIYE MERKEZ;2556
ISTANBUL;BEYKOZ;ISTANBUL;UMRANIYE;2546
KUTAHYA;GEDIZ;KUTAHYA;KUTAHYA MERKEZ;2544
BURSA;IZNIK;BURSA;OSMANGAZI;2543
IZMIR;KINIK;IZMIR;BERGAMA;2541
ESKISEHIR;SARICAKAYA;ESKISEHIR;TEPEBASI;2527
ANKARA;AKYURT;ANKARA;ALTINDAG;2511
IZMIR;BUCA;IZMIR;KARABAGLAR;2496
SAMSUN;CARSAMBA;SAMSUN;ATAKUM;2495
KONYA;AHIRLI;KONYA;MERAM;2487
SAMSUN;SALIPAZARI;SAMSUN;CARSAMBA;2483
SAKARYA;ARIFIYE;SAKARYA;ADAPAZARI;2481
ADANA;SAIMBEYLI;ADANA;KOZAN;2479
IGDIR;ARALIK;IGDIR;IGDIR MERKEZ;2478
MANISA;GORDES;MANISA;AKHISAR;2478
ADANA;FEKE;ADANA;SEYHAN;2477
TUNCELI;PERTEK;TUNCELI;TUNCELI MERKEZ;2474
KONYA;KADINHANI;KONYA;MERAM;2472
ESKISEHIR;BEYLIKOVA;ESKISEHIR;TEPEBASI;2472
KARAMAN;KAZIMKARABEKIR;KARAMAN;KARAMAN MERKEZ;2466
HATAY;HASSA;HATAY;ISKENDERUN;2466
ISTANBUL;SISLI;ISTANBUL;SARIYER;2461
ANKARA;KIZILCAHAMAM;ANKARA;ETIMESGUT;2457
SAKARYA;KOCAALI;SAKARYA;KARASU;2448
ANKARA;BEYPAZARI;ANKARA;ALTINDAG;2446
ADANA;YUMURTALIK;ADANA;CUKUROVA;2445
KONYA;DERBENT;KONYA;MERAM;2444
ADANA;TUFANBEYLI;ADANA;YUREGIR;2441
MERSIN;GULNAR;MERSIN;YENISEHIR;2440
AMASYA;TASOVA;AMASYA;SULUOVA;2433
ISTANBUL;SISLI;ISTANBUL;KAGITHANE;2432
ISTANBUL;BEYOGLU;ISTANBUL;BAHCELIEVLER;2430
TRABZON;SALPAZARI;TRABZON;TRABZON MERKEZ;2425
ANKARA;POLATLI;ANKARA;CANKAYA;2424
TOKAT;TURHAL;TOKAT;TOKAT MERKEZ;2424
TRABZON;SURMENE;TRABZON;TRABZON MERKEZ;2423
ERZURUM;CAT;ERZURUM;YAKUTIYE;2422
KUTAHYA;DOMANIC;KUTAHYA;TAVSANLI;2418
KAYSERI;INCESU;KAYSERI;KOCASINAN;2416
IZMIR;KONAK;IZMIR;URLA;2414
SAMSUN;HAVZA;SAMSUN;ILKADIM;2412
KAYSERI;AKKISLA;KAYSERI;MELIKGAZI;2400
ARTVIN;YUSUFELI;ARTVIN;ARTVIN MERKEZ;2395
IZMIR;BORNOVA;IZMIR;GAZIEMIR;2394
KOCAELI;IZMIT;KOCAELI;KORFEZ;2392
ADANA;SAIMBEYLI;ADANA;YUREGIR;2388
ANTALYA;KONYAALTI;ANTALYA;MURATPASA;2388
ISTANBUL;BAKIRKOY;ISTANBUL;KUCUKCEKMECE;2378
IZMIR;BAYINDIR;IZMIR;BUCA;2375
KOCAELI;IZMIT;KOCAELI;BASISKELE;2372
ELAZIG;ARICAK;ELAZIG;ELAZIG MERKEZ;2371
KASTAMONU;DEVREKANI;KASTAMONU;KASTAMONU MERKEZ;2362
AYDIN;BOZDOGAN;AYDIN;AYDIN MERKEZ;2358
